match_date,round,year,home_team,away_team,venue,match_winner,home_recent_5_win_rate,home_win_streak,home_recent_5_avg_score,home_days_rest,away_recent_5_win_rate,away_win_streak,away_recent_5_avg_score,away_days_rest,h2h_matches,h2h_current_home_wins,h2h_current_away_wins,h2h_draws,h2h_current_home_win_rate,home_pre_match_ladder_rank,home_pre_match_points,home_pre_match_percentage,away_pre_match_ladder_rank,away_pre_match_points,away_pre_match_percentage
2011-05-07,7,2011,Richmond Tigers,Fremantle Dockers,Melbourne Cricket Ground,Home Win,0.4,2,94.6,7.0,0.8,3,92.6,12.0,24.0,7.0,17.0,0.0,29.17,9,10.0,82.4,3,16.0,112.65
2011-05-07,7,2011,Western Bulldogs,Sydney Swans,Manuka Oval,Away Win,0.4,0,87.6,6.0,0.4,0,81.6,8.0,44.0,14.0,29.0,1.0,31.82,10,8.0,109.77,8,10.0,94.23
2011-05-08,7,2011,Essendon Bombers,West Coast Eagles,Marvel Stadium,Home Win,0.4,1,116.4,7.0,0.6,1,93.4,10.0,42.0,33.0,9.0,0.0,78.57,4,14.0,143.6,7,12.0,113.63
2011-05-08,7,2011,Melbourne Demons,Adelaide Crows,Melbourne Cricket Ground,Home Win,0.4,0,90.8,10.0,0.4,1,78.8,8.0,29.0,9.0,20.0,0.0,31.03,8,10.0,100.44,12,8.0,94.26
2011-05-09,7,2011,St Kilda Saints,Carlton Blues,Marvel Stadium,Away Win,0.2,0,77.2,9.0,0.6,2,99.2,10.0,45.0,18.0,27.0,0.0,40.0,13,6.0,86.74,3,18.0,128.48
2011-05-13,8,2011,Geelong Cats,Collingwood Magpies,Melbourne Cricket Ground,Home Win,1.0,6,107.2,6.0,1.0,7,123.6,12.0,43.0,18.0,25.0,0.0,41.86,2,24.0,153.28,1,24.0,178.11
2011-05-14,8,2011,Brisbane Lions,Essendon Bombers,The Gabba,Away Win,0.0,0,81.2,7.0,0.6,2,119.0,6.0,21.0,13.0,7.0,1.0,61.9,17,0.0,78.3,3,18.0,139.55
2011-05-14,8,2011,North Melbourne Kangaroos,Melbourne Demons,Marvel Stadium,Home Win,0.2,0,90.2,7.0,0.6,1,103.8,6.0,50.0,23.0,27.0,0.0,46.0,15,4.0,79.97,6,14.0,119.41
2011-05-14,8,2011,Adelaide Crows,Gold Coast Suns,AAMI Stadium,Home Win,0.2,0,68.4,6.0,0.4,1,81.2,7.0,0.0,0.0,0.0,0.0,,12,8.0,78.84,13,8.0,52.89
2011-05-14,8,2011,Sydney Swans,Port Adelaide Power,Sydney Cricket Ground,Home Win,0.6,1,79.4,7.0,0.2,0,77.4,8.0,19.0,8.0,11.0,0.0,42.11,7,14.0,96.59,16,4.0,70.62
2011-05-15,8,2011,West Coast Eagles,Fremantle Dockers,Domain Stadium,Home Win,0.4,0,93.0,7.0,0.6,0,93.6,8.0,32.0,17.0,15.0,0.0,53.12,10,12.0,107.74,6,16.0,100.54
2011-05-15,8,2011,Western Bulldogs,Richmond Tigers,Marvel Stadium,Home Win,0.4,0,89.0,8.0,0.6,3,105.2,8.0,43.0,20.0,22.0,1.0,46.51,11,8.0,106.57,9,14.0,90.97
2011-05-15,8,2011,Hawthorn Hawks,St Kilda Saints,Melbourne Cricket Ground,Home Win,0.8,1,102.2,9.0,0.2,0,84.0,6.0,44.0,20.0,23.0,1.0,45.45,5,16.0,122.13,14,6.0,88.28
2011-05-20,9,2011,Carlton Blues,Geelong Cats,Marvel Stadium,Away Win,0.6,3,81.8,11.0,1.0,7,102.4,7.0,44.0,31.0,13.0,0.0,70.45,3,22.0,124.82,1,28.0,146.5
2011-05-21,9,2011,Brisbane Lions,North Melbourne Kangaroos,The Gabba,Home Win,0.0,0,85.4,7.0,0.4,1,103.8,7.0,23.0,17.0,5.0,1.0,73.91,17,0.0,76.42,12,8.0,87.58
2011-05-21,9,2011,Port Adelaide Power,Fremantle Dockers,"AAMI Stadium
",Away Win,0.2,0,80.6,7.0,0.6,0,90.6,6.0,22.0,10.0,12.0,0.0,45.45,16,4.0,67.75,6,16.0,95.42
2011-05-21,9,2011,Richmond Tigers,Essendon Bombers,Melbourne Cricket Ground,Home Win,0.6,0,118.4,6.0,0.6,3,112.2,7.0,49.0,25.0,23.0,1.0,51.02,9,14.0,88.69,3,22.0,141.09
2011-05-21,9,2011,St Kilda Saints,Melbourne Demons,Marvel Stadium,Home Win,0.2,0,78.8,6.0,0.6,0,105.0,7.0,44.0,22.0,22.0,0.0,50.0,15,6.0,85.35,7,14.0,109.06
2011-05-22,9,2011,Collingwood Magpies,Adelaide Crows,Marvel Stadium,Home Win,0.8,0,107.4,9.0,0.4,1,83.6,8.0,33.0,13.0,20.0,0.0,39.39,2,24.0,167.33,12,12.0,90.16
2011-05-22,9,2011,Sydney Swans,Hawthorn Hawks,Sydney Cricket Ground,Away Win,0.6,2,84.0,8.0,0.8,2,97.6,7.0,47.0,14.0,33.0,0.0,29.79,6,18.0,108.08,5,20.0,124.78
2011-05-22,9,2011,West Coast Eagles,Western Bulldogs,Domain Stadium,Home Win,0.4,1,89.0,7.0,0.4,1,95.0,7.0,40.0,26.0,13.0,1.0,65.0,7,16.0,112.59,11,12.0,111.19
2011-05-27,10,2011,Melbourne Demons,Carlton Blues,Melbourne Cricket Ground,Away Win,0.4,0,105.8,6.0,0.6,0,87.0,7.0,43.0,17.0,26.0,0.0,39.53,9,14.0,105.03,4,22.0,120.62
2011-05-28,10,2011,Gold Coast Suns,Geelong Cats,People First Stadium,Away Win,0.4,0,85.6,14.0,1.0,8,98.4,8.0,0.0,0.0,0.0,0.0,,15,8.0,53.31,1,32.0,138.31
2011-05-28,10,2011,North Melbourne Kangaroos,Sydney Swans,Marvel Stadium,Away Win,0.4,0,96.0,7.0,0.4,0,75.8,6.0,46.0,26.0,19.0,1.0,56.52,14,8.0,86.99,7,18.0,99.85
2011-05-28,10,2011,Richmond Tigers,Port Adelaide Power,TIO Stadium,Away Win,0.8,1,121.4,7.0,0.0,0,79.0,7.0,19.0,5.0,14.0,0.0,26.32,8,18.0,91.25,16,4.0,67.17
2011-05-28,10,2011,Fremantle Dockers,St Kilda Saints,Domain Stadium,Away Win,0.6,1,103.2,7.0,0.4,1,83.2,7.0,24.0,17.0,7.0,0.0,70.83,6,20.0,102.95,13,10.0,89.92
2011-05-29,10,2011,Collingwood Magpies,West Coast Eagles,Melbourne Cricket Ground,Home Win,0.8,1,114.0,7.0,0.6,2,106.4,7.0,37.0,27.0,9.0,1.0,72.97,2,28.0,164.13,6,20.0,131.01
2011-05-29,10,2011,Western Bulldogs,Hawthorn Hawks,Marvel Stadium,Away Win,0.2,0,81.0,7.0,0.8,3,95.8,7.0,47.0,21.0,24.0,2.0,44.68,11,12.0,92.55,3,24.0,129.82
2011-05-29,10,2011,Adelaide Crows,Brisbane Lions,AAMI Stadium,Away Win,0.4,0,88.8,7.0,0.2,1,85.8,8.0,22.0,13.0,9.0,0.0,59.09,12,12.0,86.32,16,4.0,79.92
2011-06-03,11,2011,Essendon Bombers,Melbourne Demons,Melbourne Cricket Ground,Away Win,0.6,0,114.2,13.0,0.2,0,83.2,7.0,44.0,24.0,20.0,0.0,54.55,4,22.0,133.15,10,14.0,98.79
2011-06-04,11,2011,Brisbane Lions,Sydney Swans,The Gabba,Away Win,0.4,2,90.8,6.0,0.6,1,79.4,7.0,26.0,14.0,11.0,1.0,53.85,15,8.0,86.01,6,22.0,100.0
2011-06-04,11,2011,Collingwood Magpies,St Kilda Saints,Melbourne Cricket Ground,Home Win,0.8,2,102.8,6.0,0.4,2,85.8,7.0,49.0,30.0,17.0,2.0,61.22,2,32.0,166.93,11,14.0,96.62
2011-06-04,11,2011,Geelong Cats,Western Bulldogs,GMHBA Stadium,Home Win,1.0,9,110.0,7.0,0.2,0,77.8,6.0,50.0,35.0,15.0,0.0,70.0,1,36.0,144.48,12,12.0,89.95
2011-06-04,11,2011,West Coast Eagles,Gold Coast Suns,Domain Stadium,Home Win,0.6,0,104.0,6.0,0.4,0,86.4,7.0,0.0,0.0,0.0,0.0,,7,20.0,119.54,16,8.0,53.22
2011-06-05,11,2011,North Melbourne Kangaroos,Adelaide Crows,Marvel Stadium,Home Win,0.4,0,89.6,8.0,0.4,0,85.2,7.0,31.0,10.0,21.0,0.0,32.26,14,8.0,87.92,13,12.0,83.33
2011-06-05,11,2011,Port Adelaide Power,Carlton Blues,AAMI Stadium,Away Win,0.2,1,76.6,8.0,0.8,1,89.8,9.0,21.0,10.0,10.0,1.0,47.62,16,8.0,70.62,4,26.0,126.01
2011-06-05,11,2011,Hawthorn Hawks,Fremantle Dockers,Melbourne Cricket Ground,Home Win,0.8,4,99.6,7.0,0.4,0,89.0,8.0,23.0,8.0,15.0,0.0,34.78,3,28.0,131.37,8,20.0,97.17
2011-06-10,12,2011,St Kilda Saints,Western Bulldogs,Marvel Stadium,Home Win,0.4,0,81.8,6.0,0.2,0,83.8,6.0,48.0,30.0,17.0,1.0,62.5,11,14.0,90.55,12,12.0,85.36
2011-06-11,12,2011,Adelaide Crows,West Coast Eagles,AAMI Stadium,Away Win,0.2,0,80.8,6.0,0.6,1,99.8,7.0,34.0,24.0,10.0,0.0,70.59,14,12.0,80.52,5,24.0,120.15
2011-06-11,12,2011,Geelong Cats,Hawthorn Hawks,Melbourne Cricket Ground,Home Win,1.0,10,116.2,7.0,1.0,5,102.2,6.0,50.0,29.0,21.0,0.0,58.0,1,40.0,147.65,3,32.0,130.6
2011-06-11,12,2011,Gold Coast Suns,North Melbourne Kangaroos,People First Stadium,Away Win,0.2,0,79.0,7.0,0.4,1,86.0,6.0,0.0,0.0,0.0,0.0,,17,8.0,55.0,12,12.0,93.61
2011-06-12,12,2011,Carlton Blues,Brisbane Lions,Marvel Stadium,Home Win,0.8,2,95.0,7.0,0.4,0,81.4,8.0,22.0,8.0,14.0,0.0,36.36,4,30.0,132.62,15,8.0,81.01
2011-06-12,12,2011,Fremantle Dockers,Essendon Bombers,Domain Stadium,Home Win,0.2,0,89.8,7.0,0.6,0,112.4,9.0,24.0,5.0,19.0,0.0,20.83,8,20.0,95.2,7,22.0,125.3
2011-06-12,12,2011,Sydney Swans,Richmond Tigers,Sydney Cricket Ground,Home Win,0.8,2,88.4,8.0,0.6,0,113.8,15.0,48.0,19.0,29.0,0.0,39.58,5,26.0,108.28,9,18.0,90.6
2011-06-13,12,2011,Melbourne Demons,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.4,1,93.0,10.0,0.8,3,103.0,9.0,44.0,20.0,23.0,1.0,45.45,9,18.0,102.57,2,36.0,170.22
2011-06-17,13,2011,Western Bulldogs,Adelaide Crows,Marvel Stadium,Home Win,0.2,0,82.2,7.0,0.2,0,83.6,6.0,34.0,11.0,23.0,0.0,32.35,13,12.0,84.24,14,12.0,78.85
2011-06-18,13,2011,Brisbane Lions,Richmond Tigers,The Gabba,Away Win,0.4,0,70.8,6.0,0.4,0,102.0,6.0,19.0,13.0,5.0,1.0,68.42,15,8.0,77.6,11,18.0,90.35
2011-06-18,13,2011,Essendon Bombers,North Melbourne Kangaroos,Marvel Stadium,Away Win,0.4,0,85.8,6.0,0.6,2,98.2,7.0,42.0,28.0,14.0,0.0,66.67,7,22.0,119.07,12,16.0,99.71
2011-06-18,13,2011,Hawthorn Hawks,Gold Coast Suns,UTAS Stadium,Home Win,0.8,0,98.0,7.0,0.2,0,80.0,7.0,0.0,0.0,0.0,0.0,,3,32.0,126.87,17,8.0,54.69
2011-06-18,13,2011,St Kilda Saints,Geelong Cats,Melbourne Cricket Ground,Away Win,0.6,1,81.8,8.0,1.0,11,108.4,7.0,50.0,20.0,30.0,0.0,40.0,10,18.0,93.69,1,44.0,143.26
2011-06-19,13,2011,Carlton Blues,Sydney Swans,Marvel Stadium,Home Win,0.8,3,102.4,7.0,0.8,3,88.8,7.0,46.0,25.0,21.0,0.0,54.35,3,34.0,137.62,5,30.0,108.82
2011-06-19,13,2011,West Coast Eagles,Port Adelaide Power,Domain Stadium,Home Win,0.8,2,103.0,8.0,0.2,0,71.8,14.0,22.0,8.0,14.0,0.0,36.36,6,28.0,123.08,16,8.0,68.27
2011-06-19,13,2011,Melbourne Demons,Fremantle Dockers,Melbourne Cricket Ground,Home Win,0.2,0,71.4,6.0,0.4,1,89.6,7.0,26.0,8.0,18.0,0.0,30.77,10,18.0,93.66,7,24.0,98.83
2011-06-24,14,2011,Hawthorn Hawks,Essendon Bombers,Melbourne Cricket Ground,Home Win,0.8,1,104.0,6.0,0.2,0,82.6,6.0,51.0,19.0,32.0,0.0,37.25,3,36.0,132.93,8,22.0,115.07
2011-06-25,14,2011,Fremantle Dockers,Brisbane Lions,Domain Stadium,Home Win,0.4,0,89.0,6.0,0.4,0,76.4,7.0,18.0,6.0,12.0,0.0,33.33,7,24.0,91.37,15,8.0,77.35
2011-06-25,14,2011,Gold Coast Suns,Western Bulldogs,People First Stadium,Away Win,0.0,0,66.8,7.0,0.2,1,71.6,8.0,1.0,1.0,0.0,0.0,100.0,17,8.0,53.84,13,16.0,87.79
2011-06-25,14,2011,Richmond Tigers,Melbourne Demons,Melbourne Cricket Ground,Away Win,0.4,1,97.4,7.0,0.4,1,84.6,6.0,46.0,21.0,25.0,0.0,45.65,10,22.0,93.49,9,22.0,102.21
2011-06-25,14,2011,Sydney Swans,Collingwood Magpies,Accor Stadium,Away Win,0.6,0,77.8,6.0,0.8,4,107.8,12.0,44.0,18.0,26.0,0.0,40.91,5,30.0,104.32,2,40.0,178.26
2011-06-26,14,2011,Carlton Blues,West Coast Eagles,Marvel Stadium,Away Win,0.8,4,105.6,7.0,0.8,3,105.8,7.0,35.0,24.0,11.0,0.0,68.57,3,38.0,138.67,5,32.0,123.25
2011-06-26,14,2011,Geelong Cats,Adelaide Crows,GMHBA Stadium,Home Win,1.0,12,115.4,8.0,0.0,0,71.6,9.0,30.0,7.0,23.0,0.0,23.33,1,48.0,142.89,14,12.0,78.11
2011-06-26,14,2011,Port Adelaide Power,North Melbourne Kangaroos,AAMI Stadium,Away Win,0.2,0,75.0,7.0,0.6,3,95.6,8.0,25.0,7.0,18.0,0.0,28.0,16,8.0,69.22,11,20.0,101.6
2011-07-01,15,2011,Western Bulldogs,Melbourne Demons,Marvel Stadium,Home Win,0.4,2,83.2,6.0,0.6,2,91.0,6.0,48.0,21.0,27.0,0.0,43.75,12,20.0,90.43,7,26.0,104.34
2011-07-02,15,2011,Fremantle Dockers,Gold Coast Suns,Domain Stadium,Home Win,0.4,1,78.2,7.0,0.0,0,69.8,7.0,0.0,0.0,0.0,0.0,,7,28.0,93.69,17,8.0,55.66
2011-07-02,15,2011,Richmond Tigers,Carlton Blues,Melbourne Cricket Ground,Away Win,0.4,0,92.0,7.0,0.8,0,99.0,6.0,46.0,22.0,24.0,0.0,47.83,10,22.0,92.1,3,38.0,130.91
2011-07-02,15,2011,Adelaide Crows,Sydney Swans,AAMI Stadium,Home Win,0.0,0,67.8,6.0,0.6,0,84.4,7.0,30.0,16.0,14.0,0.0,53.33,14,12.0,76.25,6,30.0,103.34
2011-07-02,15,2011,Essendon Bombers,Geelong Cats,Marvel Stadium,Home Win,0.0,0,78.4,8.0,1.0,13,120.0,6.0,45.0,28.0,16.0,1.0,62.22,9,22.0,107.83,1,52.0,145.11
2011-07-03,15,2011,Collingwood Magpies,Hawthorn Hawks,Melbourne Cricket Ground,Home Win,1.0,5,115.2,8.0,0.8,2,112.0,9.0,45.0,26.0,19.0,0.0,57.78,2,44.0,170.21,3,40.0,136.78
2011-07-03,15,2011,North Melbourne Kangaroos,St Kilda Saints,Marvel Stadium,Away Win,0.8,4,111.0,7.0,0.6,0,82.4,15.0,46.0,24.0,22.0,0.0,52.17,9,24.0,105.19,13,18.0,91.59
2011-07-03,15,2011,Brisbane Lions,Port Adelaide Power,The Gabba,Home Win,0.2,0,74.8,8.0,0.2,0,81.4,7.0,25.0,14.0,9.0,2.0,56.0,15,8.0,77.12,16,8.0,69.01
2011-07-08,16,2011,West Coast Eagles,Geelong Cats,Domain Stadium,Home Win,0.8,4,91.4,12.0,0.8,0,114.4,6.0,42.0,17.0,24.0,1.0,40.48,5,36.0,125.24,1,52.0,139.77
2011-07-09,16,2011,Essendon Bombers,Richmond Tigers,Melbourne Cricket Ground,Home Win,0.2,1,83.6,7.0,0.2,0,87.2,7.0,50.0,24.0,25.0,1.0,48.0,8,26.0,107.47,11,22.0,86.49
2011-07-09,16,2011,Gold Coast Suns,Sydney Swans,People First Stadium,Away Win,0.0,0,67.6,7.0,0.4,0,80.0,7.0,0.0,0.0,0.0,0.0,,17,8.0,55.64,6,30.0,102.53
2011-07-09,16,2011,Hawthorn Hawks,Brisbane Lions,UTAS Stadium,Home Win,0.6,0,106.8,6.0,0.2,1,74.4,6.0,23.0,7.0,16.0,0.0,30.43,3,40.0,129.52,14,12.0,79.34
2011-07-10,16,2011,Collingwood Magpies,North Melbourne Kangaroos,Melbourne Cricket Ground,Home Win,1.0,6,109.4,7.0,0.8,0,110.8,7.0,45.0,23.0,21.0,1.0,51.11,2,48.0,169.69,10,24.0,104.18
2011-07-10,16,2011,Port Adelaide Power,St Kilda Saints,AAMI Stadium,Away Win,0.2,0,81.0,7.0,0.6,1,77.0,7.0,21.0,15.0,6.0,0.0,71.43,16,8.0,70.24,12,22.0,92.94
2011-07-10,16,2011,Western Bulldogs,Carlton Blues,Marvel Stadium,Home Win,0.6,3,96.2,9.0,0.8,1,117.2,8.0,42.0,16.0,25.0,1.0,38.1,11,24.0,95.79,3,42.0,138.28
2011-07-15,17,2011,Adelaide Crows,Essendon Bombers,AAMI Stadium,Away Win,0.2,1,67.0,13.0,0.4,2,91.0,6.0,29.0,23.0,6.0,0.0,79.31,14,16.0,77.62,6,30.0,109.94
2011-07-16,17,2011,Carlton Blues,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.6,0,108.8,6.0,1.0,7,117.8,6.0,58.0,23.0,35.0,0.0,39.66,3,42.0,132.76,1,52.0,180.09
2011-07-16,17,2011,Melbourne Demons,Port Adelaide Power,TIO Stadium,Home Win,0.6,0,94.4,15.0,0.0,0,73.8,6.0,22.0,19.0,3.0,0.0,86.36,9,26.0,99.0,16,8.0,68.86
2011-07-16,17,2011,Richmond Tigers,Gold Coast Suns,Cazaly's Stadium,Away Win,0.2,0,85.6,7.0,0.0,0,61.4,7.0,0.0,0.0,0.0,0.0,,13,22.0,85.02,17,8.0,54.36
2011-07-16,17,2011,St Kilda Saints,West Coast Eagles,Marvel Stadium,Home Win,0.6,2,78.4,6.0,1.0,5,100.0,8.0,37.0,24.0,12.0,1.0,64.86,10,26.0,98.1,5,40.0,123.97
2011-07-17,17,2011,Brisbane Lions,Geelong Cats,The Gabba,Away Win,0.2,0,76.8,8.0,0.6,0,102.4,9.0,22.0,14.0,8.0,0.0,63.64,15,12.0,77.99,2,52.0,135.73
2011-07-17,17,2011,North Melbourne Kangaroos,Western Bulldogs,Marvel Stadium,Home Win,0.6,0,93.8,7.0,0.8,4,98.0,7.0,47.0,22.0,24.0,1.0,46.81,12,24.0,95.62,9,28.0,97.96
2011-07-17,17,2011,Sydney Swans,Fremantle Dockers,Sydney Cricket Ground,Away Win,0.4,1,78.0,8.0,0.6,2,89.4,15.0,23.0,6.0,17.0,0.0,26.09,6,34.0,108.58,7,32.0,97.84
2011-07-22,18,2011,St Kilda Saints,Adelaide Crows,Marvel Stadium,Home Win,0.8,3,84.6,6.0,0.2,0,68.0,7.0,33.0,10.0,22.0,1.0,30.3,9,30.0,99.92,14,16.0,78.16
2011-07-23,18,2011,Gold Coast Suns,Collingwood Magpies,People First Stadium,Away Win,0.2,1,65.8,7.0,1.0,8,115.8,7.0,0.0,0.0,0.0,0.0,,16,12.0,56.88,1,56.0,175.67
2011-07-23,18,2011,North Melbourne Kangaroos,Brisbane Lions,Marvel Stadium,Home Win,0.6,1,97.8,6.0,0.2,0,85.0,6.0,24.0,5.0,18.0,1.0,20.83,10,28.0,97.94,15,12.0,78.01
2011-07-23,18,2011,Essendon Bombers,Carlton Blues,Melbourne Cricket Ground,Away Win,0.6,3,95.0,8.0,0.4,0,99.8,7.0,60.0,19.0,38.0,3.0,31.67,6,34.0,110.2,3,42.0,128.67
2011-07-23,18,2011,Sydney Swans,Western Bulldogs,Sydney Cricket Ground,Home Win,0.2,0,80.4,6.0,0.8,0,108.8,6.0,45.0,29.0,15.0,1.0,64.44,7,34.0,107.02,11,28.0,96.11
2011-07-24,18,2011,Fremantle Dockers,West Coast Eagles,Domain Stadium,Away Win,0.8,3,91.2,7.0,0.8,0,95.2,8.0,33.0,16.0,17.0,0.0,48.48,6,36.0,98.77,5,40.0,120.57
2011-07-24,18,2011,Melbourne Demons,Hawthorn Hawks,Melbourne Cricket Ground,Away Win,0.6,1,96.8,8.0,0.6,1,105.6,15.0,50.0,23.0,27.0,0.0,46.0,9,30.0,100.57,3,44.0,131.53
2011-07-24,18,2011,Geelong Cats,Richmond Tigers,Marvel Stadium,Home Win,0.6,1,111.4,7.0,0.2,0,86.6,8.0,45.0,28.0,17.0,0.0,62.22,2,56.0,135.07,13,22.0,84.89
2011-07-29,19,2011,North Melbourne Kangaroos,Carlton Blues,Marvel Stadium,Away Win,0.6,2,100.0,6.0,0.4,1,110.4,6.0,46.0,17.0,29.0,0.0,36.96,9,32.0,100.8,3,46.0,132.53
2011-07-30,19,2011,Geelong Cats,Melbourne Demons,GMHBA Stadium,Home Win,0.6,2,114.0,6.0,0.6,0,104.2,6.0,50.0,34.0,15.0,1.0,68.0,1,60.0,138.47,11,30.0,96.99
2011-07-30,19,2011,Gold Coast Suns,St Kilda Saints,People First Stadium,Away Win,0.2,0,69.2,7.0,0.8,4,93.8,8.0,0.0,0.0,0.0,0.0,,16,12.0,56.96,8,34.0,108.21
2011-07-30,19,2011,Western Bulldogs,West Coast Eagles,Marvel Stadium,Away Win,0.6,0,103.8,7.0,0.8,1,87.0,6.0,41.0,13.0,27.0,1.0,31.71,12,28.0,93.99,5,44.0,119.6
2011-07-30,19,2011,Fremantle Dockers,Hawthorn Hawks,Domain Stadium,Away Win,0.6,0,84.4,6.0,0.8,2,115.4,6.0,24.0,16.0,8.0,0.0,66.67,6,36.0,98.76,3,48.0,133.9
2011-07-31,19,2011,Collingwood Magpies,Essendon Bombers,Melbourne Cricket Ground,Home Win,1.0,9,115.8,8.0,0.6,0,92.8,8.0,58.0,31.0,26.0,1.0,53.45,1,60.0,175.42,9,34.0,104.61
2011-07-31,19,2011,Adelaide Crows,Port Adelaide Power,AAMI Stadium,Home Win,0.2,0,59.4,9.0,0.0,0,82.4,15.0,30.0,18.0,12.0,0.0,60.0,14,16.0,73.4,17,8.0,69.64
2011-08-05,20,2011,St Kilda Saints,Fremantle Dockers,Marvel Stadium,Home Win,1.0,5,94.2,6.0,0.6,0,81.2,6.0,25.0,8.0,17.0,0.0,32.0,6,38.0,109.41,7,36.0,95.53
2011-08-06,20,2011,Carlton Blues,Melbourne Demons,Melbourne Cricket Ground,Home Win,0.6,2,113.0,8.0,0.4,0,83.8,7.0,44.0,26.0,18.0,0.0,59.09,3,50.0,132.38,11,30.0,86.82
2011-08-06,20,2011,Essendon Bombers,Sydney Swans,Marvel Stadium,Home Win,0.6,0,95.0,6.0,0.4,1,90.0,14.0,45.0,31.0,13.0,1.0,68.89,9,34.0,100.0,6,38.0,109.58
2011-08-06,20,2011,Geelong Cats,Gold Coast Suns,GMHBA Stadium,Home Win,0.6,3,135.6,7.0,0.2,0,62.4,7.0,1.0,0.0,1.0,0.0,0.0,2,64.0,150.97,16,12.0,57.53
2011-08-06,20,2011,Port Adelaide Power,Collingwood Magpies,"AAMI Stadium
",Away Win,0.0,0,80.6,6.0,1.0,10,129.2,6.0,20.0,7.0,13.0,0.0,35.0,17,8.0,69.73,1,64.0,175.81
2011-08-07,20,2011,West Coast Eagles,Richmond Tigers,Domain Stadium,Home Win,0.8,2,85.6,8.0,0.0,0,71.8,14.0,35.0,11.0,24.0,0.0,31.43,5,48.0,118.82,13,22.0,82.5
2011-08-07,20,2011,Brisbane Lions,Adelaide Crows,The Gabba,Away Win,0.2,0,81.6,15.0,0.4,1,67.6,7.0,23.0,10.0,13.0,0.0,43.48,15,12.0,76.98,14,20.0,76.59
2011-08-07,20,2011,Hawthorn Hawks,North Melbourne Kangaroos,UTAS Stadium,Home Win,0.8,3,108.6,8.0,0.4,0,85.2,9.0,52.0,24.0,27.0,1.0,46.15,3,52.0,136.7,10,32.0,99.71
2011-08-12,21,2011,St Kilda Saints,Collingwood Magpies,Marvel Stadium,Away Win,1.0,6,101.0,7.0,1.0,11,139.8,6.0,50.0,17.0,31.0,2.0,34.0,6,42.0,111.91,1,68.0,186.06
2011-08-13,21,2011,Brisbane Lions,Gold Coast Suns,The Gabba,Home Win,0.2,0,89.6,6.0,0.2,0,57.6,7.0,1.0,1.0,0.0,0.0,100.0,15,12.0,78.06,16,12.0,54.42
2011-08-13,21,2011,Fremantle Dockers,Carlton Blues,Domain Stadium,Away Win,0.4,0,78.0,8.0,0.6,3,103.0,7.0,24.0,10.0,14.0,0.0,41.67,9,36.0,93.37,4,54.0,136.32
2011-08-13,21,2011,Hawthorn Hawks,Port Adelaide Power,Melbourne Cricket Ground,Home Win,0.8,4,100.0,6.0,0.0,0,66.6,7.0,23.0,14.0,9.0,0.0,60.87,3,56.0,135.64,17,8.0,65.42
2011-08-13,21,2011,Western Bulldogs,Essendon Bombers,Marvel Stadium,Away Win,0.4,0,100.8,14.0,0.6,1,92.0,7.0,46.0,22.0,23.0,1.0,47.83,12,28.0,93.89,8,38.0,100.05
2011-08-14,21,2011,Melbourne Demons,West Coast Eagles,Marvel Stadium,Away Win,0.2,0,71.8,8.0,0.8,3,94.4,7.0,41.0,29.0,12.0,0.0,70.73,11,30.0,83.74,5,52.0,121.59
2011-08-14,21,2011,Richmond Tigers,Sydney Swans,Melbourne Cricket Ground,Home Win,0.0,0,71.6,7.0,0.4,0,91.2,8.0,49.0,30.0,19.0,0.0,61.22,14,22.0,80.96,7,38.0,108.83
2011-08-14,21,2011,Adelaide Crows,Geelong Cats,AAMI Stadium,Away Win,0.6,2,75.0,7.0,0.8,4,151.0,8.0,31.0,24.0,7.0,0.0,77.42,13,24.0,78.27,2,68.0,160.42
2011-08-19,22,2011,Carlton Blues,Hawthorn Hawks,Marvel Stadium,Away Win,0.8,4,112.2,6.0,1.0,5,126.4,6.0,50.0,32.0,18.0,0.0,64.0,4,58.0,136.26,3,60.0,146.58
2011-08-20,22,2011,Collingwood Magpies,Brisbane Lions,Melbourne Cricket Ground,Home Win,1.0,12,128.2,8.0,0.2,1,94.4,7.0,22.0,7.0,15.0,0.0,31.82,1,72.0,182.79,15,16.0,81.97
2011-08-20,22,2011,North Melbourne Kangaroos,Fremantle Dockers,Marvel Stadium,Home Win,0.4,0,88.4,13.0,0.2,0,72.6,7.0,20.0,6.0,14.0,0.0,30.0,10,32.0,98.79,9,36.0,92.1
2011-08-20,22,2011,West Coast Eagles,Essendon Bombers,Domain Stadium,Home Win,0.8,4,97.2,6.0,0.6,2,101.0,7.0,43.0,9.0,34.0,0.0,20.93,5,56.0,123.89,7,42.0,102.54
2011-08-20,22,2011,Gold Coast Suns,Adelaide Crows,People First Stadium,Away Win,0.2,0,62.6,7.0,0.4,0,80.6,6.0,1.0,0.0,1.0,0.0,0.0,16,12.0,54.18,13,24.0,78.8
2011-08-21,22,2011,Melbourne Demons,Richmond Tigers,Melbourne Cricket Ground,Away Win,0.2,0,71.6,7.0,0.2,1,75.2,7.0,47.0,25.0,22.0,0.0,53.19,11,30.0,82.24,13,26.0,83.53
